dataset,filename,description,category_id,category,overall_score,background_cleanliness,text_watermark_score,product_prominence,commercial_appeal,bg_class,needs_bg_replacement,reason
bg60k,57545.png,suitcase,9,travel,8.75,9,10,9,7,plain,False,The product is set against a textured grey gradient background.
bg60k,8.png,suitcase,9,travel,8.5,9,10,8,7,plain,False,"The products are displayed on a series of white, geometric pedestals against a light grey gradient background."
bg60k,8446.png,suitcase,9,travel,9.0,9,10,9,8,plain,False,The product is set against a light blue gradient background.
bg60k,35117.png,Luggage,9,travel,9.25,10,10,9,8,plain,False,"The product is set against a seamless, light grey background."
bg60k,46083.png,suitcase,9,travel,8.5,7,10,9,8,lifestyle,False,"The product is set in a softly lit, minimalist room with a cream-colored sofa, a small side table with flowers, and a light-colored rug."
bg60k,59044.png,suitcase,9,travel,8.75,10,10,9,7,plain,False,"The product is set against a solid, muted olive green background."
bg60k,26820.png,Flight case or portable bag,9,travel,7.75,6,10,8,7,lifestyle,False,The product is set against a metal grid backdrop with blurred foliage and a partial view of a person's legs and clothing.
bg60k,23238.png,suitcase,9,travel,9.0,9,10,9,8,plain,False,The background is a gradient from light grey to white with blurred green foliage in the lower right corner.
bg60k,18631.png,outdoor camping car,9,travel,7.5,9,5,9,7,plain,False,The product is set against a gradient grey background that appears to be a seamless paper or digital backdrop.
bg60k,736.png,suitcase,9,travel,9.25,10,10,9,8,plain,False,"The product is set against a seamless, light grey gradient background."
bg60k,8790.png,Luggage,9,travel,9.25,10,10,9,8,plain,False,"The product is set against a seamless, light grey background with a subtle shadow."
bg60k,420.png,travel accessories,9,travel,8.5,9,10,8,7,plain,False,The product is set against a gradient teal and blue background with abstract geometric shapes.
bg60k,57180.png,Travel supplies,9,travel,8.5,9,10,8,7,plain,False,The product is set against a light blue gradient background with a subtle repeating geometric pattern.
bg60k,38258.png,Luggage,9,travel,9.25,10,10,9,8,plain,False,"The product is set against a seamless, very light grey background."
bg60k,6418.png,Luggage,9,travel,9.25,10,10,9,8,plain,False,"The product is set against a very light grey, almost white, seamless background."
bg60k,39149.png,suitcase,9,travel,7.75,7,8,9,7,lifestyle,False,The product is set against a gradient blue background resembling water with a white tiled floor at the bottom.
bg60k,21426.png,suitcase,9,travel,8.5,8,10,9,7,plain,False,The product is set against a textured grey surface resembling concrete or asphalt.
bg60k,21343.png,travel accessories,9,travel,6.25,9,2,8,6,plain,False,"The image is heavily overlaid with promotional text and graphics, reducing its commercial appeal."
bg60k,28985.png,travel tea set,9,travel,8.5,9,10,8,7,plain,False,"The product is set on a light-coloured, slightly textured surface with a blurred, neutral-toned wall in the background."
bg60k,20438.png,travel bag,9,travel,7.75,6,10,8,7,lifestyle,False,The product is placed in front of a window with closed blinds and a stack of books below it.
bg60k,54945.png,suitcase,9,travel,8.5,8,10,9,7,plain,False,"The product is set against a textured grey wall and a light grey floor, creating a simple, neutral backdrop."
bg60k,48068.png,suitcase,9,travel,8.75,10,10,8,7,plain,False,"The background is a soft, gradient beige colour, transitioning from lighter to darker tones."
bg60k,8327.png,suitcase,9,travel,8.75,10,10,9,7,plain,False,"The product is set against a seamless, light grey background."
bg60k,36551.png,suitcase,9,travel,9.0,9,10,9,8,plain,False,The background is a dark grey gradient with a subtle textured appearance.
bg60k,25506.png,suitcase,9,travel,8.75,10,10,9,7,plain,False,The product is set against a completely white background.
bg60k,8542.png,suitcase,9,travel,9.25,10,10,9,8,plain,False,"The product is set against a soft, neutral beige background with subtle gradient shading."
bg60k,27725.png,suitcase,9,travel,8.0,6,10,9,7,lifestyle,False,The suitcase is positioned on a sandy beach with shallow water washing around it.
bg60k,3516.png,travel accessories,9,travel,8.25,7,10,9,7,plain,False,The product is placed on a textured grey surface with a magazine partially visible in the upper left corner.
bg60k,31167.png,Luggage,9,travel,9.25,10,10,9,8,plain,False,The product is set against a light grey gradient background.
bg60k,54644.png,suitcase,9,travel,8.75,10,10,9,7,plain,False,The product is set against a gradient grey background that fades from light to dark.
bg60k,13141.png,suitcase,9,travel,6.75,8,3,9,7,plain,False,The prominent Chinese text overlay detracts from the professional appearance of the image.
bg60k,59054.png,suitcase,9,travel,8.5,7,10,9,8,lifestyle,False,The product is set against a blurred interior background featuring light wood flooring and a partially visible doorway.
bg60k,8794.png,Luggage,9,travel,9.25,10,10,9,8,plain,False,"The product is set against a very light grey, almost white, seamless background."
bg60k,62050.png,suitcase,9,travel,8.75,10,10,9,7,plain,False,"The product is set against a very light grey, seamless background."
bg60k,32358.png,Mobile phone case or protective cover,10,phone cover,9.0,9,10,9,8,plain,False,"The product is set against a gradient grey background with soft shadows, creating a studio-like effect."
bg60k,11977.png,mobile phone holder,10,phone cover,7.5,9,5,9,7,plain,False,"The product is set against a blurred, gradient blue sky background with wispy clouds."
bg60k,3723.png,Mobile phone case or protective cover,10,phone cover,6.0,8,1,9,6,plain,False,"The large, distracting text overlay significantly reduces the image's professional quality."
bg60k,20115.png,Mobile phone case or protective cover,10,phone cover,6.5,9,1,9,7,plain,False,The image is significantly detracted by the large amount of text overlaid on the product packaging.
bg60k,11885.png,Mobile phone case or protective cover,10,phone cover,7.75,6,10,8,7,lifestyle,False,"The product is placed on a textured, light grey fabric background with a blurred coffee cup and other indistinct objects in the periphery."
bg60k,60274.png,Mobile phone case or protective cover,10,phone cover,6.5,9,2,9,6,plain,False,"The large, distracting yellow circle and text overlay significantly reduce purchase confidence."
bg60k,40078.png,Mobile phone case or protective cover,10,phone cover,9.0,9,10,9,8,plain,False,"The product is placed on a textured, dark grey surface that resembles fabric or leather."
bg60k,29064.png,Mobile phone case or protective cover,10,phone cover,8.5,8,10,9,7,plain,False,The product is placed on a textured grey surface resembling fabric or a woven material.
bg60k,25378.png,Mobile phone case or protective cover,10,phone cover,9.0,9,10,9,8,plain,False,The product is displayed against a gradient grey and white background with a subtle shadow effect.
bg60k,49550.png,Mobile phone case or protective cover,10,phone cover,9.0,9,10,9,8,plain,False,"The product is set against a gradient background transitioning from a textured, ribbed light grey to a solid dark teal."
bg60k,28490.png,Mobile phone case or protective cover,10,phone cover,9.25,10,10,9,8,plain,False,"The product is set against a solid, light blue gradient background."
bg60k,23168.png,Mobile phone case or protective cover,10,phone cover,8.5,8,10,9,7,plain,False,"The background is a gradient of teal and blue with subtle lines, resembling a metallic or textured surface."
bg60k,34306.png,mobile phone radiator,10,phone cover,6.0,7,1,9,7,lifestyle,False,The presence of text/watermarks significantly detracts from the image's professional quality.
bg60k,58558.png,pillow cover pillowcase,10,phone cover,8.5,8,10,9,7,plain,False,The product is set against a white brick-patterned wall and a light-coloured wooden surface.
bg60k,4265.png,Mobile phone case or protective cover,10,phone cover,8.5,7,10,9,8,lifestyle,False,"The background features a blurred, colourful image of a bird's plumage, creating a gradient effect."
bg60k,41003.png,Mobile phone case or protective cover,10,phone cover,9.0,9,10,9,8,plain,False,The product is displayed against a dark grey gradient background with simulated water droplets.
bg60k,40664.png,Mobile phone case or protective cover,10,phone cover,8.5,9,10,8,7,plain,False,"The product is displayed on a light beige surface with a reflective sheen, creating a simple, neutral backdrop."
bg60k,6506.png,pillow cover pillowcase,10,phone cover,6.0,8,1,9,6,plain,False,The prominent text on the product itself detracts from the overall commercial appeal.
bg60k,55746.png,pillow cover pillowcase,10,phone cover,6.75,4,10,8,6,lifestyle,True,The busy and somewhat dated background distracts from the pillows and reduces the image's overall appeal.
bg60k,14013.png,Mobile phone case or protective cover,10,phone cover,6.25,7,2,9,7,lifestyle,False,The prominent text overlay significantly detracts from the image's professional appearance.
bg60k,18358.png,mobile phone screen,10,phone cover,7.25,6,8,9,6,plain,False,"The background is a gradient blue with a faint, ornate frame-like design and some Chinese text elements."
bg60k,11111.png,Mobile phone case or protective cover,10,phone cover,7.75,6,10,8,7,lifestyle,False,The product is placed on a reflective surface with a blurred background featuring a wine bottle and sunflower oil.
bg60k,13083.png,mobile phone radiator,10,phone cover,8.5,8,10,9,7,plain,False,"The product is placed on a blue tiled surface with a blurred, abstract blue gradient background."
bg60k,21058.png,mobile phone holder,10,phone cover,8.25,7,10,9,7,plain,False,The product is set against a light grey gradient background with a potted plant visible in the upper right corner.
bg60k,36029.png,mobile phone holder,10,phone cover,8.75,8,10,9,8,lifestyle,False,"The product is displayed against a stylized, futuristic background resembling the interior of a spaceship or space station."
bg60k,37564.png,Mobile phone case or protective cover,10,phone cover,6.0,8,1,9,6,plain,False,"The large, distracting text overlay significantly reduces the image's professional quality."
bg60k,10481.png,Mobile phone case or protective cover,10,phone cover,9.25,10,10,9,8,plain,False,"The background is a gradient from light grey to darker grey, providing a neutral and seamless backdrop."
bg60k,46326.png,women mobile phone bag,10,phone cover,8.5,8,10,9,7,plain,False,"The product is set against a solid, muted peach-coloured background with a patterned strap partially visible and a decorative gold-toned lantern slightly out of focus in the upper right."
bg60k,57571.png,pillow cover pillowcase,10,phone cover,8.0,6,10,9,7,lifestyle,False,The pillow is displayed on a bed with white bedding and a blurred background featuring a vase of flowers and other pillows.
bg60k,30835.png,Mobile phone case or protective cover,10,phone cover,8.25,7,10,9,7,lifestyle,False,"The product is set against a light blue gradient background with a blurred, abstract floral pattern."
bg60k,30614.png,Mobile phone case or protective cover,10,phone cover,9.0,9,10,9,8,plain,False,"The background appears to be a textured, dark grey surface resembling wood or stone, providing a neutral backdrop."
bg60k,38099.png,Mobile phone case or protective cover,10,phone cover,8.38,10,5,10,8,plain,False,The product is set against a gradient grey background that appears to be a seamless paper or studio backdrop.
bg60k,37664.png,mobile phone holder,10,phone cover,6.75,4,10,8,6,cluttered,True,The cluttered background distracts from the product and reduces its visual impact.
bg60k,4264.png,Mobile phone case or protective cover,10,phone cover,9.0,9,10,9,8,plain,False,"The product is displayed on a textured teal surface with subtle light reflections, resembling fabric or a smooth material."
bg60k,32468.png,Mobile phone case or protective cover,10,phone cover,8.5,7,10,9,8,lifestyle,False,The product is set against a gradient purple background with digitally added butterfly graphics.
